City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Saint-Augustin,CA,51.226,-58.6502,24.15,92,0,6.98,clear sky
347,Arcachon,FR,44.5875,-1.0519,42.8,75,90,3.44,overcast clouds
348,East Wenatchee Bench,US,47.4257,-120.2812,42.01,75,20,3.74,few clouds
349,Talnakh,RU,69.4865,88.3972,-36.09,73,0,7.31,clear sky
350,Husavik,IS,66.0449,-17.3389,35.6,80,90,6.91,light intensity drizzle
351,Omsukchan,RU,62.5333,155.8,-36.56,79,98,1.68,overcast clouds
352,Tyukhtet,RU,56.5389,89.3011,-2.9,90,100,7.87,overcast clouds
353,Staritsa,RU,56.5075,34.9354,-9.11,90,92,5.97,overcast clouds
354,Klaksvik,FO,62.2266,-6.589,42.8,81,40,25.32,scattered clouds
355,Kahului,US,20.8947,-156.47,84.2,54,20,8.05,few clouds
356,Andros Town,BS,24.7,-77.7667,73.4,94,75,13.8,moderate rain
357,Rawson,AR,-43.3002,-65.1023,63.73,71,64,21.32,light rain
358,Iskateley,RU,67.6803,53.1512,-19.75,82,2,1.52,clear sky
359,Hammerfest,NO,70.6634,23.6821,35.6,87,75,9.22,broken clouds
360,Dire,ML,12.2833,-10.9667,73.26,18,56,1.36,broken clouds
361,Ballina,AU,-28.8667,153.5667,77.0,78,37,5.75,scattered clouds
362,Krasnozerskoye,RU,53.9828,79.2374,-5.55,88,100,12.71,overcast clouds
363,Tsabong,BW,-26.0217,22.401,75.69,62,100,5.08,overcast clouds
364,Ust-Barguzin,RU,53.45,108.9833,2.39,88,100,9.06,light snow
365,Tateyama,JP,34.9833,139.8667,55.0,76,0,7.0,clear sky
366,Xai-Xai,MZ,-25.0519,33.6442,79.02,82,51,8.5,light rain
367,Tupanatinga,BR,-8.7533,-37.3397,77.32,50,100,15.64,overcast clouds
368,Rurrenabaque,BO,-14.4413,-67.5278,84.2,84,75,3.22,broken clouds
369,Ostrovnoy,RU,68.0531,39.5131,14.88,94,78,2.82,broken clouds
370,Jieshi,CN,22.8134,115.8257,59.0,71,68,11.14,broken clouds
371,Santo Domingo,DO,18.5001,-69.9886,86.0,70,40,9.22,scattered clouds
372,Maiduguri,NG,11.8464,13.1603,67.03,25,0,7.9,clear sky
373,Kargasok,RU,59.0556,80.8572,3.16,94,100,13.22,light snow
374,Vanavara,RU,60.34,102.2797,-38.04,78,2,3.27,clear sky
375,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,13.8,clear sky
376,Aleppo,SY,36.25,37.5,46.69,90,0,3.38,clear sky
377,Banda Aceh,ID,5.5577,95.3222,78.71,78,100,1.14,overcast clouds
378,Wukari,NG,7.85,9.7833,77.34,18,51,3.0,broken clouds
379,Irapuato,MX,20.6833,-101.35,73.4,18,75,9.22,broken clouds
380,Aripuana,BR,-9.1667,-60.6333,76.51,94,94,0.65,overcast clouds
381,Lethem,GY,3.3803,-59.7968,84.2,70,40,13.8,scattered clouds
382,Dalvik,IS,65.9702,-18.5286,35.6,80,90,6.91,light intensity drizzle
383,Barkhan,PK,29.8977,69.5256,46.45,40,0,1.07,clear sky
384,Qui Nhon,VN,13.7667,109.2333,66.72,83,72,6.69,broken clouds
385,Saint-Pierre,RE,-21.3393,55.4781,78.8,89,0,3.44,clear sky
386,Natal,BR,-5.795,-35.2094,82.4,74,20,12.66,few clouds
387,Lamar,US,33.6668,-95.5836,48.2,23,75,18.41,broken clouds
388,Kismayo,SO,-0.3582,42.5454,77.14,84,1,13.65,clear sky
389,Kasongo,CD,-4.45,26.6667,64.18,99,87,2.68,overcast clouds
390,Natchitoches,US,31.7668,-93.1335,55.4,26,1,14.97,clear sky
391,Ngunguru,NZ,-35.6167,174.5,75.99,57,1,1.99,clear sky
392,Ambon,ID,-3.6954,128.1814,79.0,94,40,6.91,scattered clouds
393,Timbiqui,CO,2.7717,-77.6654,77.72,90,83,5.66,moderate rain
394,Harper,LR,4.375,-7.7169,78.13,84,45,7.27,scattered clouds
395,Royan,FR,45.6285,-1.0281,35.6,87,0,6.91,clear sky
396,Akdagmadeni,TR,39.6603,35.8836,25.66,94,66,3.29,light snow
397,Olafsvik,IS,64.8945,-23.7142,34.99,92,100,21.41,moderate rain
398,Urazovo,RU,50.0836,38.0395,19.87,97,88,6.46,snow
399,Ascension,US,30.2169,-90.9001,59.0,15,1,9.22,clear sky
400,San Andres,CO,12.5847,-81.7006,84.2,65,90,10.36,overcast clouds
401,Uray,RU,60.1247,64.7758,3.69,95,100,4.63,overcast clouds
402,Astoria,US,46.1879,-123.8313,53.01,82,1,3.44,clear sky
403,Ola,RU,59.5833,151.2833,-18.92,76,10,6.87,clear sky
404,Dunedin,NZ,-45.8742,170.5036,66.0,80,100,1.99,overcast clouds
405,Hervey Bay,AU,-25.2986,152.8535,82.0,72,28,1.01,scattered clouds
406,Patea,NZ,-39.7583,174.4833,72.0,85,29,1.99,scattered clouds
407,Chifeng,CN,42.2683,118.9636,-10.57,79,0,6.78,clear sky
408,Along,IN,28.1667,94.7667,52.9,82,38,1.25,scattered clouds
409,Hirara,JP,24.8,125.2833,66.2,77,20,11.5,few clouds
410,Birin,NP,26.8865,88.0718,43.68,76,0,2.89,clear sky
411,Calvinia,ZA,-31.4707,19.776,59.23,67,0,8.34,clear sky
412,Lerwick,GB,60.1545,-1.1494,42.8,75,75,23.02,broken clouds
413,Leh,IN,34.1667,77.5833,13.33,57,19,2.44,few clouds
414,Wajir,KE,1.7471,40.0573,81.54,50,10,15.52,clear sky
415,Mangrol,IN,21.1167,70.1167,65.66,49,0,10.74,clear sky
416,Salalah,OM,17.0151,54.0924,69.8,60,0,2.3,clear sky
417,Araripina,BR,-7.5761,-40.4983,75.7,63,84,3.98,broken clouds
418,Wawa,NG,9.9022,4.4192,78.3,17,0,6.64,clear sky
419,Ulaangom,MN,49.9811,92.0667,-20.6,85,53,1.9,broken clouds
420,Oranjemund,NA,-28.55,16.4333,63.73,82,0,3.51,clear sky
421,Skibbereen,IE,51.55,-9.2667,48.2,100,75,18.41,light rain
422,Todos Santos,MX,23.45,-110.2167,72.0,60,0,5.01,clear sky
423,Gidam,IN,18.9833,81.4,58.39,44,0,2.66,clear sky
424,Launceston,AU,-41.45,147.1667,54.0,93,75,6.91,broken clouds
425,Mabaruma,GY,8.2,-59.7833,75.51,81,71,4.61,broken clouds
426,Paita,PE,-5.0892,-81.1144,78.8,65,0,13.8,clear sky
427,Manta,EC,-0.95,-80.7333,78.28,75,85,12.82,overcast clouds
428,Orlik,RU,52.5178,99.825,-14.42,77,100,4.65,overcast clouds
429,Alberton,CA,46.8168,-64.0654,32.0,86,11,8.05,few clouds
430,Beloha,MG,-25.1667,45.05,75.97,92,28,6.98,scattered clouds
431,Sur,OM,22.5667,59.5289,65.59,62,0,3.69,clear sky
432,Roma,US,43.2128,-75.4557,36.0,75,75,13.8,broken clouds
433,Isabela,PH,6.7085,121.9711,77.0,100,75,2.3,broken clouds
434,Morant Bay,JM,17.8815,-76.4093,84.2,65,20,19.57,few clouds
435,Shimoda,JP,34.6667,138.95,46.0,80,21,14.74,few clouds
436,Uyovu,TZ,-3.2833,31.5258,62.96,96,98,6.58,light rain
437,Margate,GB,51.3813,1.3862,35.01,81,90,5.08,overcast clouds
438,Bentiu,SS,9.2333,29.8333,72.03,22,0,5.79,clear sky
439,Dinan,FR,48.4167,-2.25,39.2,75,0,5.75,clear sky
440,Poum,NC,-20.2333,164.0167,82.15,77,100,3.38,overcast clouds
441,Sampit,ID,-2.5333,112.95,71.28,94,100,1.74,overcast clouds
442,La Romana,DO,18.4273,-68.9728,84.2,70,75,9.22,broken clouds
443,Belmonte,BR,-15.8631,-38.8828,77.0,83,75,2.3,broken clouds
444,Kavaratti,IN,10.5669,72.642,81.41,73,82,3.33,broken clouds
445,Mwingi,KE,-0.9344,38.0601,65.23,85,0,3.11,clear sky
446,Tsiroanomandidy,MG,-18.7667,46.0333,70.09,91,96,2.13,overcast clouds
447,Jhunjhunun,IN,28.1307,75.4014,51.67,44,0,3.44,clear sky
448,Igarka,RU,67.4667,86.5833,-36.78,78,6,8.28,clear sky
449,Sanchor,IN,24.7553,71.7722,62.35,28,0,8.03,clear sky
450,Tessalit,ML,20.1986,1.0114,60.33,26,95,11.65,overcast clouds
451,Port Lavaca,US,28.615,-96.6261,64.4,8,1,14.97,clear sky
452,Manokwari,ID,-0.8667,134.0833,79.79,74,100,4.09,overcast clouds
453,Naranjal,EC,-2.6667,-79.6167,82.4,69,75,6.91,light rain
454,Mecca,SA,21.4267,39.8261,70.81,61,2,4.32,clear sky
455,Kyshtovka,RU,56.555,76.6271,2.91,91,100,14.67,overcast clouds
456,Nanortalik,GL,60.1432,-45.2371,28.8,96,99,7.0,light snow
457,Doka,SD,13.5167,35.7667,73.6,23,0,12.64,clear sky
458,Baghdad,IQ,33.3406,44.4009,48.2,93,0,2.3,clear sky
459,Jining,CN,35.405,116.5814,26.06,84,71,5.75,broken clouds
460,Hibbing,US,47.4272,-92.9377,33.8,86,90,11.5,light snow
461,Sibolga,ID,1.7427,98.7792,75.54,82,28,3.42,scattered clouds
462,Borovoy,RU,55.4333,86.0833,-7.6,84,0,2.24,clear sky
463,Panguipulli,CL,-39.6333,-72.3333,62.6,59,20,12.66,light rain
464,Gambela,ET,8.25,34.5833,78.49,27,51,0.78,broken clouds
465,Carlsbad,US,33.1581,-117.3506,93.2,22,1,12.66,clear sky
466,Karachi,PK,24.9056,67.0822,55.4,50,0,4.7,smoke
467,Scarborough,GB,54.2797,-0.4044,30.0,92,98,3.0,overcast clouds
468,Mahibadhoo,MV,3.7833,72.9667,81.05,70,86,8.95,overcast clouds
469,Muros,ES,42.7762,-9.0603,39.0,93,20,1.01,few clouds
470,Muncar,ID,-8.4333,114.3333,76.53,84,100,4.03,overcast clouds
471,Kinablangan,PH,7.6947,126.5503,77.92,82,93,5.48,overcast clouds
472,Qianan,CN,44.9932,124.0581,-12.86,85,0,2.04,clear sky
473,Komsomolskiy,UZ,40.4272,71.7189,33.8,69,0,2.3,clear sky
474,Jishui,CN,33.7333,115.4,29.12,92,0,7.74,clear sky
475,Bereda,ES,43.2686,-7.5406,37.0,100,67,4.0,broken clouds
476,Tongchuan,CN,35.0806,109.0897,29.97,87,75,5.5,broken clouds
477,Maxixe,MZ,-23.8597,35.3472,79.92,85,26,8.72,scattered clouds
478,Nantucket,US,41.2835,-70.0995,41.0,65,1,8.05,clear sky
479,Namatanai,PG,-3.6667,152.4333,82.72,71,100,1.92,light rain
480,Semey,KZ,50.4111,80.2275,-5.37,82,22,19.73,few clouds
481,Josanicka Banja,RS,43.3895,20.7503,28.4,100,75,2.37,broken clouds
482,Lixourion,GR,38.2019,20.4314,51.01,81,100,6.08,overcast clouds
483,Srednekolymsk,RU,67.45,153.6833,-31.23,83,51,3.62,broken clouds
484,Victoria,HK,22.2855,114.1577,62.01,67,4,8.52,clear sky
485,La Palma,US,33.8464,-118.0467,91.4,9,1,4.61,clear sky
486,Cap Malheureux,MU,-19.9842,57.6142,80.01,83,20,5.01,few clouds
487,Stettler,CA,52.3168,-112.7186,32.0,93,50,6.91,scattered clouds
488,Pinotepa Nacional,MX,16.3167,-98.0167,82.35,63,100,7.87,overcast clouds
489,Dubbo,AU,-32.25,148.6167,60.8,44,0,13.8,clear sky
490,Albanel,CA,48.8832,-72.4487,28.4,93,9,3.44,clear sky
491,Acahay,PY,-25.9167,-57.15,86.68,66,54,6.08,broken clouds
492,Kashan,IR,33.9831,51.4364,45.63,52,2,0.34,clear sky
493,Darnah,LY,32.767,22.6367,57.81,71,29,13.91,scattered clouds
494,Birao,CF,10.2849,22.7882,70.03,23,20,5.88,few clouds
495,Ilulissat,GL,69.2167,-51.1,12.2,67,75,13.8,broken clouds
496,Kasongo-Lunda,CD,-6.4667,16.8167,69.51,91,85,1.14,light rain
497,Paveh,IR,35.0434,46.3565,35.13,87,45,7.29,scattered clouds
498,Sudbury,CA,46.49,-80.99,34.0,75,90,14.97,light snow
499,Kupang,ID,-10.1667,123.5833,77.0,100,75,2.93,broken clouds
500,Vila Velha,BR,-20.3297,-40.2925,80.6,74,40,11.5,scattered clouds
501,Wanning,CN,18.8003,110.3967,67.01,88,69,4.03,broken clouds
502,Warmbad,NA,-28.45,18.7333,67.82,54,0,15.14,clear sky
503,Talara,PE,-4.5772,-81.2719,78.8,65,0,13.8,clear sky
504,Cockburn Town,TC,21.4612,-71.1419,78.8,73,40,5.75,scattered clouds
505,Enrile,PH,17.5596,121.6974,68.88,87,99,7.81,overcast clouds
506,Garzon,CO,2.1959,-75.6278,77.63,67,68,2.04,light rain
507,Willowmore,ZA,-33.2926,23.4895,67.08,66,76,6.93,light rain
508,Yining,CN,29.0361,114.5636,42.58,74,17,4.38,few clouds
509,Jibuti,DJ,11.5,42.5,73.4,78,1,12.17,haze
510,Gilbues,BR,-9.8317,-45.3439,75.78,83,87,4.32,light rain
511,Kununurra,AU,-15.7667,128.7333,78.8,94,69,3.44,broken clouds
512,Pauini,BR,-7.7136,-66.9764,80.24,91,50,1.25,moderate rain
513,Celestun,MX,20.8667,-90.4,75.04,65,100,7.11,overcast clouds
514,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.6,69,0,13.8,clear sky
515,Byron Bay,AU,-28.65,153.6167,78.01,78,42,5.75,scattered clouds
516,Kuruman,ZA,-27.4524,23.4325,66.99,96,98,4.27,overcast clouds
517,Grand Gaube,MU,-20.0064,57.6608,80.01,83,27,5.01,scattered clouds
518,Mandali,IQ,33.7499,45.5541,55.85,52,0,5.3,clear sky
519,Aykhal,RU,66.0,111.5,-41.31,78,100,9.13,overcast clouds
520,Omboue,GA,-1.5746,9.2618,77.22,86,36,4.0,light rain
521,Dunmore East,IE,52.1514,-6.9861,48.0,100,75,17.27,heavy intensity rain
522,Herat,AF,34.5,62.0,44.11,49,100,4.21,overcast clouds
523,Kisszallas,HU,46.2801,19.4895,26.01,75,64,4.88,broken clouds
524,Rundu,NA,-17.9333,19.7667,68.25,86,100,5.23,light rain
525,Tautira,PF,-17.7333,-149.15,82.4,69,75,11.5,light rain
526,Hohhot,CN,40.8106,111.6522,6.8,56,0,13.42,clear sky
527,Bagotville,AU,-28.9833,153.4167,77.0,78,26,5.75,scattered clouds
528,Lapa,BR,-25.7697,-49.7158,69.8,88,75,11.5,broken clouds
529,Sorong,ID,-0.8833,131.25,81.68,76,93,4.29,overcast clouds
530,Kyzyl-Mazhalyk,RU,51.1333,90.6,-14.67,78,89,0.98,overcast clouds
531,Tilichiki,RU,60.4667,166.1,-27.18,84,0,6.49,clear sky
532,Bosilegrad,RS,42.5011,22.4724,20.84,86,100,3.96,overcast clouds
533,Khromtau,KZ,50.2503,58.4347,17.17,95,100,14.14,overcast clouds
534,Tabou,CI,4.423,-7.3528,77.9,87,49,8.77,light rain
535,Makaha,US,21.4694,-158.2175,82.4,69,1,6.91,clear sky
536,Coos Bay,US,43.3665,-124.2179,59.0,94,20,0.54,few clouds
537,Newport,GB,51.5877,-2.9984,39.0,96,100,13.35,overcast clouds
538,Pouembout,NC,-21.1333,164.9,83.97,76,100,3.22,overcast clouds
539,Khasan,RU,42.4308,130.6434,8.65,86,0,18.99,clear sky
540,Kaduy,RU,59.2,37.15,-8.1,90,100,4.5,overcast clouds
541,Kholmogory,RU,64.2229,41.656,-29.2,75,40,2.46,scattered clouds
542,Zykovo,RU,55.9519,93.1461,-0.4,71,0,11.18,clear sky
543,Korla,CN,41.7597,86.1469,16.7,83,0,8.79,clear sky
544,Pitimbu,BR,-7.4706,-34.8086,80.6,78,40,10.36,scattered clouds
545,Weihe,CN,32.9952,105.3247,32.49,80,100,6.13,overcast clouds
546,Lebedyn,UA,50.5852,34.4849,12.31,95,100,11.63,overcast clouds
547,Severo-Yeniseyskiy,RU,60.3725,93.0408,-12.6,90,100,4.0,overcast clouds
548,Samarai,PG,-10.6167,150.6667,84.69,72,97,13.94,overcast clouds
549,Ahipara,NZ,-35.1667,173.1667,71.73,52,40,2.33,scattered clouds
550,Riyadh,SA,24.6877,46.7219,60.8,48,1,8.05,haze
551,Sri Aman,MY,1.2376,111.4621,73.4,94,100,1.14,moderate rain
552,Xiashi,CN,30.5363,120.6864,45.0,70,90,13.42,overcast clouds
553,Deniliquin,AU,-35.5333,144.9667,63.0,58,0,1.99,clear sky
554,Acopiara,BR,-6.0953,-39.4525,81.27,43,30,0.6,scattered clouds
555,Serdobsk,RU,52.4586,44.2169,15.76,97,100,6.15,snow
556,Les Herbiers,FR,46.8667,-1.0167,32.0,93,0,2.98,clear sky
557,Phan Thiet,VN,10.9333,108.1,67.78,84,0,4.85,clear sky
558,Comodoro Rivadavia,AR,-45.8667,-67.5,62.6,77,40,6.91,scattered clouds
559,Sibay,RU,52.7181,58.6658,12.36,96,100,2.66,overcast clouds
560,Abha,SA,18.2164,42.5053,53.6,81,0,4.61,clear sky
561,Garissa,KE,-0.4536,39.6401,78.26,70,2,12.59,clear sky
562,Cuiluan,CN,47.72,128.648,-16.55,86,1,2.01,clear sky
563,Pundaguitan,PH,6.3711,126.1689,82.08,77,67,8.23,light rain
564,Aberdeen,GB,57.1437,-2.0981,37.4,81,100,10.36,overcast clouds
565,Rio Grande,BR,-32.035,-52.0986,78.8,83,75,17.27,broken clouds
566,Illapel,CL,-31.6308,-71.1653,75.38,33,0,8.37,clear sky
567,Mackay,AU,-21.15,149.2,79.0,88,90,5.75,overcast clouds
568,Krasnoselkup,RU,65.7,82.4667,-10.26,89,100,10.87,overcast clouds
569,Eyl,SO,7.9803,49.8164,73.38,80,5,13.98,clear sky
570,La Union,PE,-5.4,-80.75,72.09,80,100,6.98,light rain
571,Provideniya,RU,64.3833,-173.3,13.14,93,100,6.04,overcast clouds
572,Yar-Sale,RU,66.8333,70.8333,-3.75,92,100,6.17,overcast clouds
573,Salinopolis,BR,-0.6136,-47.3561,79.7,78,63,12.15,broken clouds
574,Letnyaya Stavka,RU,45.4306,43.4472,29.88,96,83,9.91,light snow
575,Micheweni,TZ,-4.9667,39.8333,79.12,83,0,10.69,clear sky
576,Santa Comba,ES,43.0331,-8.8093,41.0,81,29,1.07,scattered clouds
577,Candido Mendes,BR,-1.4467,-45.7167,77.85,78,19,5.08,few clouds
578,Madang,PG,-5.2246,145.7966,78.48,83,99,4.54,overcast clouds
579,Dagda,LV,56.0951,27.5372,2.98,93,100,6.42,overcast clouds
580,Sinnamary,GF,5.3833,-52.95,77.43,87,69,13.58,broken clouds
581,Kuntaur,GM,13.6667,-14.8833,78.64,15,20,8.46,few clouds
582,Fredericksburg,US,38.3032,-77.4605,50.0,71,90,8.05,light rain
583,Axim,GH,4.8699,-2.2405,79.23,83,77,9.84,broken clouds
584,Nuuk,GL,64.1835,-51.7216,24.8,54,90,5.75,overcast clouds
585,Merauke,ID,-8.4667,140.3333,79.0,88,100,13.27,light rain
586,Pijijiapan,MX,15.7011,-93.23,85.06,52,100,5.86,overcast clouds
587,Nara,JP,34.6851,135.8049,42.01,100,75,4.61,broken clouds
588,Okhotsk,RU,59.3833,143.3,-16.22,81,97,9.4,overcast clouds
589,Flinders,AU,-34.5833,150.8552,63.0,49,0,3.0,clear sky
590,Nata,PA,8.3333,-80.5167,82.4,74,75,10.36,light rain
591,Curup,ID,-3.4667,102.5333,67.1,80,91,1.07,light rain
592,Galicea Mare,RO,44.1,23.3,30.99,88,0,12.28,clear sky
593,Necochea,AR,-38.5473,-58.7368,82.78,49,62,6.91,broken clouds
594,Broken Hill,AU,-31.95,141.4333,53.6,58,87,19.57,overcast clouds
595,Zalantun,CN,48.0,122.7167,-9.06,81,0,4.32,clear sky
596,Maceio,BR,-9.6658,-35.7353,77.0,83,0,4.61,clear sky
597,Sola,VU,-13.8833,167.55,83.39,78,98,13.51,light rain
598,Tatarsk,RU,55.219,75.9828,1.6,92,100,16.53,light snow
599,Beitbridge,ZW,-22.2167,30.0,78.28,72,19,6.91,few clouds
600,Kamina,CD,-8.7386,24.9906,62.38,98,98,2.39,overcast clouds
601,Flin Flon,CA,54.7682,-101.865,5.0,78,90,3.44,overcast clouds
602,Lazarev,RU,52.225,141.5131,-13.29,86,0,2.84,clear sky
603,Filingue,NE,14.3521,3.3168,70.07,21,54,4.61,broken clouds
604,Kargil,IN,34.5667,76.1,-2.81,57,26,1.23,scattered clouds
605,Rwamagana,RW,-1.9487,30.4347,62.2,88,97,0.87,overcast clouds
606,Te Anau,NZ,-45.4167,167.7167,63.61,56,78,2.89,broken clouds
607,Beachwood,US,41.4645,-81.5087,37.4,93,90,5.75,light rain
608,Mayskiy,RU,47.6931,40.1025,26.6,93,75,8.95,broken clouds
609,Leshukonskoye,RU,64.8989,45.7622,-17.36,87,56,3.06,broken clouds
610,Eureka,US,40.8021,-124.1637,57.2,94,1,3.44,mist
611,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,69.55,86,100,1.59,light rain
612,Fare,PF,-16.7,-151.0167,81.43,74,96,11.23,overcast clouds
613,Mayo,US,38.8876,-76.5119,48.99,87,20,8.05,few clouds
614,Lumby,CA,50.2498,-118.969,41.0,56,24,2.01,few clouds
615,Kharp,RU,66.8014,65.8081,-7.62,87,100,1.54,overcast clouds
616,Dzhebariki-Khaya,RU,62.2167,135.8,-46.53,76,72,0.36,broken clouds
617,Riberalta,BO,-10.9833,-66.1,80.6,94,75,2.1,broken clouds
618,Morehead,US,37.2711,-87.1764,41.0,45,90,14.97,overcast clouds
619,Idritsa,RU,56.3316,28.8988,0.9,90,100,5.12,overcast clouds
620,Charyshskoye,RU,51.3978,83.5598,7.68,80,83,3.11,broken clouds
621,Bihariganj,IN,25.7333,86.9833,51.64,65,0,6.78,clear sky
622,Dwarka,IN,22.2394,68.9678,67.98,54,0,13.51,clear sky
623,Collie,AU,-33.3667,116.15,57.99,74,4,4.0,clear sky
624,Mogadishu,SO,2.0371,45.3438,76.71,85,0,18.37,clear sky
625,Lundamo,NO,63.1333,10.3,24.01,87,49,3.78,scattered clouds
626,Ekhabi,RU,53.5102,142.9671,-19.53,86,0,7.45,clear sky
627,Awbari,LY,26.5921,12.7805,47.03,50,0,5.14,clear sky
628,Fremont,US,37.5483,-121.9886,71.01,52,1,6.89,clear sky
629,Camacha,PT,33.0833,-16.3333,59.0,72,20,8.05,few clouds
630,Anta,IN,25.15,76.3,53.35,40,25,3.33,scattered clouds
631,Lengshuijiang,CN,27.6881,111.4294,43.29,61,0,5.14,clear sky
632,Virginia Beach,US,36.8529,-75.978,55.99,61,1,3.0,clear sky
633,Ulladulla,AU,-35.35,150.4667,64.0,39,0,18.41,clear sky
634,Ossora,RU,59.2353,163.0719,-17.82,82,38,4.41,scattered clouds
635,Biaora,IN,23.8667,76.9167,58.98,33,1,4.36,clear sky
636,Bundaberg,AU,-24.85,152.35,77.0,78,10,4.61,clear sky
637,Aire-Sur-La-Lys,FR,50.6387,2.3988,34.0,87,36,3.83,scattered clouds
638,Pangkalanbuun,ID,-2.6833,111.6167,71.92,95,100,2.01,heavy intensity rain
639,Strezhevoy,RU,60.7333,77.5889,5.0,85,90,13.42,heavy snow
640,Vanimo,PG,-2.6741,141.3028,79.45,84,94,2.77,moderate rain
641,Mbanza-Ngungu,CD,-5.25,14.8667,68.07,91,98,1.5,overcast clouds
642,Porto Novo,BJ,6.4965,2.6036,82.4,89,20,10.36,few clouds
643,Alugan,PH,12.2188,125.4808,80.26,85,72,4.65,broken clouds
644,Sakakah,SA,29.9697,40.2064,46.4,66,0,4.61,clear sky
645,Miyoshi,JP,35.0833,137.0667,37.4,87,20,6.91,few clouds
646,Phayao,TH,19.25,100.25,58.32,72,2,0.6,clear sky
647,Porto Belo,BR,-27.1578,-48.5531,79.0,83,40,10.36,scattered clouds
648,Anklam,DE,53.8564,13.6897,27.0,88,75,1.01,broken clouds
649,Patacamaya,BO,-17.2333,-67.9167,58.93,50,78,6.58,broken clouds
650,Honiara,SB,-9.4333,159.95,83.61,71,100,5.86,light rain
651,Marfino,RU,55.7028,37.3822,8.6,78,0,6.71,light snow
652,Maarianhamina,AX,60.0973,19.9348,30.2,100,90,6.91,snow
653,Sioux Lookout,CA,50.1001,-91.917,32.0,74,90,4.61,light snow
654,Iznoski,RU,54.9881,35.3108,1.18,94,100,5.44,overcast clouds
655,Gonzalez,US,30.5816,-87.2914,59.0,33,1,16.11,clear sky
656,Bela,IN,25.9333,81.9833,48.76,65,1,5.19,clear sky
657,Piacabucu,BR,-10.4056,-36.4344,78.57,75,83,11.97,broken clouds
658,Bairiki,KI,1.3292,172.9752,84.2,70,20,11.5,few clouds
659,Shahr-E Babak,IR,30.1165,55.1186,42.19,53,0,3.96,clear sky
660,Aldan,RU,58.6031,125.3894,-15.3,88,100,4.34,overcast clouds
661,Koungheul,SN,13.9833,-14.8,79.12,15,59,8.72,broken clouds
662,Los Algarrobos,PA,8.5,-82.4333,82.4,78,40,4.61,scattered clouds
663,Batie,BF,9.8833,-2.9167,74.1,17,4,4.27,clear sky
664,Mahon,ES,39.8885,4.2658,48.2,81,75,13.8,broken clouds
665,Luganville,VU,-15.5333,167.1667,85.86,67,96,3.71,light rain
666,Ojinaga,MX,29.5667,-104.4167,64.4,17,1,8.05,clear sky
667,Ucluelet,CA,48.9329,-125.5528,48.99,93,90,5.75,overcast clouds
668,Acapulco,MX,16.8634,-99.8901,80.6,83,90,4.61,overcast clouds
669,Monte Di Procida,IT,40.7981,14.0502,48.99,68,81,15.99,broken clouds
670,Nemuro,JP,43.3236,145.575,32.67,98,100,31.27,snow
671,Bhatkal,IN,13.9667,74.5667,78.26,70,25,4.12,scattered clouds
672,Marzuq,YE,14.4,46.4667,56.66,55,0,1.86,clear sky
673,Kot Kapura,IN,30.5833,74.9,46.24,59,0,3.53,clear sky
674,Silopi,TR,37.2497,42.4694,45.68,81,79,5.7,broken clouds
675,Kathu,TH,7.9178,98.3332,77.0,78,20,9.22,few clouds
676,Muisne,EC,0.6,-80.0333,82.4,78,40,10.36,scattered clouds
677,Qaqortoq,GL,60.7167,-46.0333,23.0,50,75,8.05,snow
678,Kyren,RU,51.6828,102.1408,1.81,75,100,5.28,overcast clouds
679,Camocim,BR,-2.9022,-40.8411,80.26,78,0,14.25,clear sky
680,Esmeraldas,BR,-19.7625,-44.3139,80.6,57,75,8.05,moderate rain
681,Kalmunai,LK,7.4167,81.8167,75.83,88,98,6.02,overcast clouds
682,Port Hueneme,US,34.1478,-119.1951,93.2,25,1,10.36,clear sky
683,Smolenka,RU,52.1352,113.4974,-0.4,65,92,4.47,overcast clouds
684,Kuching,MY,1.55,110.3333,73.4,94,40,2.3,light rain
685,The Valley,AI,18.217,-63.0578,82.4,73,20,8.05,few clouds
686,Buenavista,PH,8.9769,125.4089,74.71,89,77,2.66,broken clouds
687,Great Bend,US,38.3645,-98.7648,37.99,44,90,23.02,overcast clouds
688,Dzilam Gonzalez,MX,21.2833,-88.9333,75.78,60,98,3.96,overcast clouds
689,Khor,RU,47.8861,134.9464,-11.58,88,18,4.23,few clouds
690,Presidente Medici,BR,-11.1753,-61.9014,76.51,89,81,3.56,broken clouds
691,Hopkinsville,US,36.8656,-87.4886,41.0,48,40,17.27,scattered clouds
692,Gumdag,TM,39.2061,54.5906,46.67,88,0,13.27,clear sky
693,Rio Gallegos,AR,-51.6226,-69.2181,59.0,58,40,17.27,scattered clouds
694,Waddan,LY,29.1614,16.139,50.97,46,15,4.5,few clouds
695,Shimanovsk,RU,52.0,127.7,-25.02,85,0,0.43,clear sky
696,Isangel,VU,-19.55,169.2667,84.2,89,90,5.75,overcast clouds
697,Strausberg,DE,52.5786,13.8874,28.0,64,15,1.99,few clouds
698,Priargunsk,RU,50.3691,119.1012,-22.31,86,28,2.01,scattered clouds
